
Récapitulatif de mes puissances atteintes en W

Date et heure de relève par le distributeur;Puissance atteinte (W);Nature de la donnée
03:30:00;713;Réelle
03:00:00;706;Réelle
02:30:00;1322;Réelle
02:00:00;1419;Réelle
01:30:00;1135;Réelle
01:00:00;1232;Réelle
00:30:00;948;Réelle

20/08/2024;;
00:00:00;1021;Réelle
23:30:00;1333;Réelle
23:00:00;530;Réelle
22:30:00;2046;Réelle
22:00:00;2143;Réelle
21:30:00;1859;Réelle
21:00:00;1852;Réelle
20:30:00;1672;Réelle
20:00:00;1665;Réelle
19:30:00;1381;Réelle
19:00:00;1478;Réelle
18:30:00;2094;Réelle
18:00:00;2191;Réelle
17:30:00;1007;Réelle
17:00:00;1104;Réelle
16:30:00;820;Réelle
16:00:00;917;Réelle
15:30:00;633;Réelle
15:00:00;626;Réelle
14:30:00;1346;Réelle
14:00:00;1339;Réelle
13:30:00;1055;Réelle
13:00:00;1152;Réelle
12:30:00;868;Réelle
12:00:00;965;Réelle
11:30:00;681;Réelle
11:00:00;778;Réelle
10:30:00;494;Réelle
10:00:00;591;Réelle
09:30:00;1207;Réelle
09:00:00;1200;Réelle
08:30:00;1020;Réelle
08:00:00;1013;Réelle
07:30:00;729;Réelle
07:00:00;826;Réelle
06:30:00;542;Réelle
06:00:00;639;Réelle
05:30:00;1355;Réelle
05:00:00;552;Réelle
04:30:00;1168;Réelle
04:00:00;1265;Réelle
03:30:00;981;Réelle
03:00:00;974;Réelle
02:30:00;794;Réelle
02:00:00;787;Réelle
01:30:00;1403;Réelle
01:00:00;600;Réelle
00:30:00;1216;Réelle

19/08/2024;;
00:00:00;1282;Réelle
23:42:46;798;Réelle
23:30:00;791;Réelle
23:00:00;888;Réelle
22:30:00;1504;Réelle
22:00:00;1601;Réelle
21:30:00;2217;Réelle
21:00:00;1414;Réelle
20:30:00;2030;Réelle
20:00:00;2127;Réelle
19:30:00;1843;Réelle
19:00:00;1836;Réelle
18:30:00;1656;Réelle
18:00:00;1649;Réelle
17:30:00;465;Réelle
17:00:00;562;Réelle
16:30:00;1178;Réelle
16:00:00;1275;Réelle
15:30:00;991;Réelle
15:00:00;1088;Réelle
14:30:00;804;Réelle
14:00:00;901;Réelle
13:30:00;617;Réelle
13:00:00;610;Réelle
12:30:00;1330;Réelle
12:00:00;1323;Réelle
11:30:00;1039;Réelle
11:00:00;1136;Réelle
10:30:00;852;Réelle
10:00:00;949;Réelle
09:30:00;665;Réelle
09:00:00;762;Réelle
08:30:00;478;Réelle
08:00:00;575;Réelle
07:30:00;1191;Réelle
07:00:00;1184;Réelle
06:30:00;1004;Réelle
06:00:00;997;Réelle
05:30:00;813;Réelle
05:00:00;910;Réelle
04:30:00;626;Réelle
04:00:00;723;Réelle
03:30:00;1339;Réelle
03:00:00;1436;Réelle
02:30:00;1152;Réelle
02:00:00;1249;Réelle
01:30:00;965;Réelle
01:00:00;1062;Réelle
00:30:00;778;Réelle

18/08/2024;;
00:00:00;747;Réelle
23:30:00;1163;Réelle
23:00:00;1156;Réelle
22:30:00;1772;Réelle
22:00:00;1869;Réelle
21:30:00;1585;Réelle
21:00:00;1682;Réelle
20:30:00;1398;Réelle
20:00:00;1495;Réelle
19:30:00;2111;Réelle
19:00:00;2208;Réelle
18:30:00;1924;Réelle
18:00:00;1917;Réelle
17:30:00;837;Réelle
17:00:00;830;Réelle
16:30:00;546;Réelle
16:00:00;643;Réelle
15:30:00;1259;Réelle
15:00:00;456;Réelle
14:30:00;1072;Réelle
14:00:00;1169;Réelle
13:30:00;885;Réelle
13:00:00;982;Réelle
12:30:00;698;Réelle
12:00:00;691;Réelle
11:30:00;511;Réelle
11:00:00;504;Réelle
10:55:49;1120;Réelle
10:30:00;1217;Réelle
10:00:00;1314;Réelle
09:30:00;1030;Réelle
09:00:00;1127;Réelle
08:30:00;843;Réelle
08:00:00;836;Réelle
07:30:00;656;Réelle
07:00:00;649;Réelle
06:30:00;1265;Réelle
06:00:00;462;Réelle
05:30:00;1178;Réelle
05:00:00;1275;Réelle
04:30:00;991;Réelle
04:00:00;1088;Réelle
03:30:00;804;Réelle
03:00:00;901;Réelle
02:30:00;617;Réelle
02:00:00;610;Réelle
01:30:00;1330;Réelle
01:00:00;1323;Réelle
00:30:00;1039;Réelle

17/08/2024;;
00:00:00;1112;Réelle
23:30:00;524;Réelle
23:00:00;621;Réelle
22:30:00;2137;Réelle
22:00:00;2234;Réelle
21:30:00;1950;Réelle
21:00:00;2047;Réelle
20:30:00;1763;Réelle
20:00:00;1756;Réelle
19:30:00;1576;Réelle
19:00:00;1569;Réelle
18:30:00;2185;Réelle
18:00:00;1382;Réelle
17:30:00;1098;Réelle
17:00:00;1195;Réelle
16:30:00;911;Réelle
16:00:00;1008;Réelle
15:30:00;724;Réelle
15:00:00;821;Réelle
14:30:00;537;Réelle
14:00:00;530;Réelle
13:30:00;1250;Réelle
13:00:00;1243;Réelle
12:30:00;959;Réelle
12:00:00;1056;Réelle
11:30:00;772;Réelle
11:00:00;869;Réelle
10:30:00;585;Réelle
10:00:00;682;Réelle
09:30:00;1298;Réelle
09:00:00;495;Réelle
08:30:00;1111;Réelle
08:00:00;1208;Réelle
07:30:00;924;Réelle
07:00:00;917;Réelle
06:30:00;737;Réelle
06:00:00;730;Réelle
05:30:00;1446;Réelle
05:00:00;643;Réelle
04:30:00;1259;Réelle
04:00:00;1356;Réelle
03:30:00;1072;Réelle
03:00:00;1169;Réelle
02:30:00;885;Réelle
02:00:00;982;Réelle
01:30:00;698;Réelle
01:00:00;691;Réelle
00:30:00;1411;Réelle

16/08/2024;;
00:00:00;577;Réelle
23:30:00;889;Réelle
23:00:00;986;Réelle
22:30:00;1602;Réelle
22:00:00;1699;Réelle
21:30:00;1415;Réelle
21:00:00;1408;Réelle
20:30:00;2128;Réelle
20:00:00;2121;Réelle
19:30:00;1837;Réelle
19:00:00;1934;Réelle
18:30:00;1650;Réelle
18:00:00;1747;Réelle
17:30:00;563;Réelle
17:00:00;660;Réelle
16:30:00;1276;Réelle
16:00:00;473;Réelle
15:30:00;1089;Réelle
15:00:00;1082;Réelle
14:30:00;902;Réelle
14:00:00;895;Réelle
13:30:00;611;Réelle
13:00:00;708;Réelle
12:30:00;1324;Réelle
12:00:00;521;Réelle
11:30:00;1137;Réelle
11:00:00;1234;Réelle
10:30:00;950;Réelle
10:00:00;1047;Réelle
09:30:00;763;Réelle
09:00:00;756;Réelle
08:30:00;576;Réelle
08:00:00;569;Réelle
07:30:00;1185;Réelle
07:00:00;1282;Réelle
06:30:00;998;Réelle
06:00:00;1095;Réelle
05:30:00;911;Réelle
05:00:00;1008;Réelle
04:30:00;724;Réelle
04:00:00;821;Réelle
03:30:00;1437;Réelle
03:00:00;1430;Réelle
02:30:00;1250;Réelle
02:00:00;1243;Réelle
01:30:00;959;Réelle
01:00:00;1056;Réelle
00:30:00;772;Réelle

15/08/2024;;
00:00:00;942;Réelle
23:30:00;1254;Réelle
23:00:00;1247;Réelle
22:30:00;1967;Réelle
22:00:00;1960;Réelle
21:30:00;1676;Réelle
21:00:00;1773;Réelle
20:30:00;1489;Réelle
20:00:00;1586;Réelle
19:30:00;2202;Réelle
19:00:00;1399;Réelle
18:30:00;2015;Réelle
18:00:00;2112;Réelle
17:30:00;928;Réelle
17:00:00;1025;Réelle
16:30:00;741;Réelle
16:00:00;734;Réelle
15:30:00;554;Réelle
15:00:00;547;Réelle
14:30:00;1163;Réelle
14:00:00;1260;Réelle
13:30:00;976;Réelle
13:00:00;1073;Réelle
12:30:00;789;Réelle
12:00:00;886;Réelle
11:30:00;602;Réelle
11:00:00;699;Réelle
10:30:00;1315;Réelle
10:00:00;1308;Réelle
09:30:00;1128;Réelle
09:00:00;1121;Réelle
08:30:00;837;Réelle
08:00:00;934;Réelle
07:30:00;650;Réelle
07:00:00;747;Réelle
06:30:00;463;Réelle
06:00:00;560;Réelle
05:30:00;1276;Réelle
05:00:00;1373;Réelle
04:30:00;1089;Réelle
04:00:00;1082;Réelle
03:30:00;902;Réelle
03:00:00;895;Réelle
02:30:00;611;Réelle
02:00:00;708;Réelle
01:30:00;1324;Réelle
01:00:00;1421;Réelle
00:30:00;1137;Réelle

14/08/2024;;
00:00:00;1203;Réelle
23:30:00;719;Réelle
23:00:00;712;Réelle
22:30:00;2228;Réelle
22:00:00;1425;Réelle
21:30:00;2041;Réelle
21:00:00;2138;Réelle
20:30:00;1854;Réelle
20:00:00;1951;Réelle
19:30:00;1667;Réelle
19:00:00;1764;Réelle
18:30:00;1480;Réelle
18:00:00;1473;Réelle
17:30:00;1293;Réelle
17:00:00;1286;Réelle
16:30:00;1002;Réelle
16:00:00;1099;Réelle
15:30:00;815;Réelle
15:00:00;912;Réelle
14:30:00;628;Réelle
14:00:00;725;Réelle
13:30:00;1341;Réelle
13:00:00;538;Réelle
12:30:00;1154;Réelle
12:00:00;1147;Réelle
11:30:00;967;Réelle
11:00:00;960;Réelle
10:30:00;676;Réelle
10:00:00;773;Réelle
09:30:00;489;Réelle
09:00:00;586;Réelle
08:30:00;1202;Réelle
08:00:00;1299;Réelle
07:30:00;1015;Réelle
07:00:00;1112;Réelle
06:30:00;828;Réelle
06:00:00;821;Réelle
05:30:00;741;Réelle
05:00:00;734;Réelle
04:30:00;1350;Réelle
04:00:00;1447;Réelle
03:30:00;1163;Réelle
03:00:00;1260;Réelle
02:30:00;976;Réelle
02:00:00;1073;Réelle
01:30:00;789;Réelle
01:00:00;886;Réelle
00:30:00;602;Réelle

13/08/2024;;
00:00:00;668;Réelle
23:30:00;980;Réelle
23:00:00;1077;Réelle
22:30:00;1693;Réelle
22:00:00;1790;Réelle
21:30:00;1506;Réelle
21:00:00;1603;Réelle
20:30:00;2219;Réelle
20:00:00;1416;Réelle
19:30:00;2032;Réelle
19:00:00;2025;Réelle
18:30:00;1845;Réelle
18:00:00;1838;Réelle
17:30:00;654;Réelle
17:00:00;751;Réelle
16:30:00;467;Réelle
16:00:00;564;Réelle
15:30:00;1180;Réelle
15:00:00;1277;Réelle
14:30:00;993;Réelle
14:00:00;1090;Réelle
13:30:00;806;Réelle
13:00:00;799;Réelle
12:30:00;619;Réelle
12:00:00;612;Réelle
11:30:00;1228;Réelle
11:00:00;1325;Réelle
10:30:00;1041;Réelle
10:00:00;1138;Réelle
09:30:00;854;Réelle
09:00:00;951;Réelle
08:30:00;667;Réelle
08:00:00;764;Réelle
07:30:00;480;Réelle
07:00:00;473;Réelle
06:30:00;1193;Réelle
06:00:00;1186;Réelle
05:30:00;1002;Réelle
05:00:00;1099;Réelle
04:30:00;815;Réelle
04:00:00;912;Réelle
03:30:00;628;Réelle
03:00:00;725;Réelle
02:30:00;1341;Réelle
02:00:00;1438;Réelle
01:30:00;1154;Réelle
01:00:00;1147;Réelle
00:30:00;967;Réelle

12/08/2024;;
00:00:00;1033;Réelle
23:30:00;1345;Réelle
23:00:00;542;Réelle
22:30:00;2058;Réelle
22:00:00;2155;Réelle
21:30:00;1871;Réelle
21:00:00;1864;Réelle
20:30:00;1684;Réelle
20:00:00;1677;Réelle
19:30:00;1393;Réelle
19:00:00;1490;Réelle
18:30:00;2106;Réelle
18:00:00;2203;Réelle
17:30:00;1019;Réelle
17:00:00;1116;Réelle
16:30:00;832;Réelle
16:00:00;929;Réelle
15:30:00;645;Réelle
15:00:00;638;Réelle
14:30:00;458;Réelle
14:00:00;451;Réelle
13:30:00;1067;Réelle
13:00:00;1164;Réelle
12:30:00;880;Réelle
12:00:00;977;Réelle
11:30:00;693;Réelle
11:00:00;790;Réelle
10:30:00;506;Réelle
10:00:00;603;Réelle
09:30:00;1219;Réelle
09:00:00;1212;Réelle
08:30:00;1032;Réelle
08:00:00;1025;Réelle
07:30:00;741;Réelle
07:00:00;838;Réelle
06:30:00;554;Réelle
06:00:00;651;Réelle
05:30:00;1367;Réelle
05:00:00;564;Réelle
04:30:00;1180;Réelle
04:00:00;1277;Réelle
03:30:00;993;Réelle
03:00:00;986;Réelle
02:30:00;806;Réelle
02:00:00;799;Réelle
01:30:00;1415;Réelle
01:00:00;612;Réelle
00:30:00;1228;Réelle

11/08/2024;;
00:00:00;1398;Réelle
23:30:00;810;Réelle
23:00:00;907;Réelle
22:30:00;1523;Réelle
22:00:00;1516;Réelle
21:30:00;2236;Réelle
21:00:00;2229;Réelle
20:30:00;1945;Réelle
20:00:00;2042;Réelle
19:30:00;1758;Réelle
19:00:00;1855;Réelle
18:30:00;1571;Réelle
18:00:00;1668;Réelle
17:30:00;484;Réelle
17:00:00;581;Réelle
16:30:00;1197;Réelle
16:00:00;1190;Réelle
15:30:00;1010;Réelle
15:00:00;1003;Réelle
14:30:00;719;Réelle
14:00:00;816;Réelle
13:30:00;532;Réelle
13:00:00;629;Réelle
12:30:00;1245;Réelle
12:00:00;1342;Réelle
11:30:00;1058;Réelle
11:00:00;1155;Réelle
10:30:00;871;Réelle
10:00:00;864;Réelle
09:30:00;684;Réelle
09:00:00;677;Réelle
08:30:00;1293;Réelle
08:00:00;490;Réelle
07:30:00;1106;Réelle
07:00:00;1203;Réelle
06:30:00;919;Réelle
06:00:00;1016;Réelle
05:30:00;832;Réelle
05:00:00;929;Réelle
04:30:00;645;Réelle
04:00:00;638;Réelle
03:30:00;1358;Réelle
03:00:00;1351;Réelle
02:30:00;1067;Réelle
02:00:00;1164;Réelle
01:30:00;880;Réelle
01:00:00;977;Réelle
00:30:00;693;Réelle

10/08/2024;;
00:00:00;759;Réelle
23:30:00;1175;Réelle
23:00:00;1168;Réelle
22:30:00;1784;Réelle
22:00:00;1881;Réelle
21:30:00;1597;Réelle
21:00:00;1694;Réelle
20:30:00;1410;Réelle
20:00:00;1507;Réelle
19:30:00;2123;Réelle
19:00:00;2220;Réelle
18:30:00;1936;Réelle
18:00:00;1929;Réelle
17:30:00;849;Réelle
17:00:00;842;Réelle
16:30:00;558;Réelle
16:00:00;655;Réelle
15:30:00;1271;Réelle
15:00:00;468;Réelle
14:30:00;1084;Réelle
14:00:00;1181;Réelle
13:30:00;897;Réelle
13:00:00;994;Réelle
12:30:00;710;Réelle
12:00:00;703;Réelle
11:30:00;523;Réelle
11:00:00;516;Réelle
10:30:00;1132;Réelle
10:00:00;1229;Réelle
09:30:00;945;Réelle
09:00:00;1042;Réelle
08:30:00;758;Réelle
08:00:00;855;Réelle
07:30:00;571;Réelle
07:00:00;668;Réelle
06:30:00;1284;Réelle
06:00:00;1277;Réelle
05:30:00;1197;Réelle
05:00:00;1190;Réelle
04:30:00;906;Réelle
04:00:00;1003;Réelle
03:30:00;719;Réelle
03:00:00;816;Réelle
02:30:00;1432;Réelle
02:00:00;629;Réelle
01:30:00;1245;Réelle
01:00:00;1342;Réelle
00:30:00;1058;Réelle

09/08/2024;;
00:00:00;1124;Réelle
23:30:00;536;Réelle
23:00:00;633;Réelle
22:30:00;2149;Réelle
22:00:00;2246;Réelle
21:30:00;1962;Réelle
21:00:00;2059;Réelle
20:30:00;1775;Réelle
20:00:00;1872;Réelle
19:30:00;1588;Réelle
19:00:00;1581;Réelle
18:30:00;1401;Réelle
18:00:00;1394;Réelle
17:30:00;1110;Réelle
17:00:00;1207;Réelle
16:30:00;923;Réelle
16:00:00;1020;Réelle
15:30:00;736;Réelle
15:00:00;833;Réelle
14:30:00;549;Réelle
14:00:00;646;Réelle
13:30:00;1262;Réelle
13:00:00;1255;Réelle
12:30:00;1075;Réelle
12:00:00;1068;Réelle
11:30:00;784;Réelle
11:00:00;881;Réelle
10:30:00;597;Réelle
10:00:00;694;Réelle
09:30:00;1310;Réelle
09:00:00;507;Réelle
08:30:00;1123;Réelle
08:00:00;1220;Réelle
07:30:00;936;Réelle
07:00:00;929;Réelle
06:30:00;749;Réelle
06:00:00;742;Réelle
05:30:00;558;Réelle
05:00:00;655;Réelle
04:30:00;1271;Réelle
04:00:00;1368;Réelle
03:30:00;1084;Réelle
03:00:00;1181;Réelle
02:30:00;897;Réelle
02:00:00;994;Réelle
01:30:00;710;Réelle
01:00:00;703;Réelle
00:30:00;1423;Réelle

08/08/2024;;
00:00:00;589;Réelle
23:30:00;901;Réelle
23:00:00;998;Réelle
22:30:00;1614;Réelle
22:00:00;1711;Réelle
21:30:00;1427;Réelle
21:00:00;1420;Réelle
20:30:00;2140;Réelle
20:00:00;2133;Réelle
19:30:00;1849;Réelle
19:00:00;1946;Réelle
18:30:00;1662;Réelle
18:00:00;1759;Réelle
17:30:00;575;Réelle
17:00:00;672;Réelle
16:30:00;1288;Réelle
16:00:00;485;Réelle
15:30:00;1101;Réelle
15:00:00;1094;Réelle
14:30:00;914;Réelle
14:00:00;907;Réelle
13:30:00;623;Réelle
13:00:00;720;Réelle
12:30:00;1336;Réelle
12:00:00;533;Réelle
11:30:00;1149;Réelle
11:00:00;1246;Réelle
10:30:00;962;Réelle
10:00:00;1059;Réelle
09:30:00;775;Réelle
09:00:00;768;Réelle
08:30:00;588;Réelle
08:00:00;581;Réelle
07:30:00;1197;Réelle
07:00:00;1294;Réelle
06:30:00;1010;Réelle
06:00:00;1107;Réelle
05:30:00;923;Réelle
05:00:00;1020;Réelle
04:30:00;736;Réelle
04:00:00;833;Réelle
03:30:00;1449;Réelle
03:00:00;1442;Réelle
02:30:00;1262;Réelle
02:00:00;1255;Réelle
01:30:00;971;Réelle
01:00:00;1068;Réelle
00:30:00;784;Réelle

07/08/2024;;
00:00:00;954;Réelle
23:30:00;1266;Réelle
23:00:00;463;Réelle
22:30:00;1979;Réelle
22:00:00;1972;Réelle
21:30:00;1792;Réelle
21:00:00;1785;Réelle
20:30:00;1501;Réelle
20:00:00;1598;Réelle
19:30:00;2214;Réelle
19:00:00;1411;Réelle
18:30:00;2027;Réelle
18:00:00;2124;Réelle
17:30:00;940;Réelle
17:00:00;1037;Réelle
16:30:00;753;Réelle
16:00:00;746;Réelle
15:30:00;566;Réelle
15:00:00;559;Réelle
14:30:00;1175;Réelle
14:00:00;1272;Réelle
13:30:00;988;Réelle
13:00:00;1085;Réelle
12:30:00;801;Réelle
12:00:00;898;Réelle
11:30:00;614;Réelle
11:00:00;711;Réelle
10:30:00;1327;Réelle
10:00:00;1320;Réelle
09:30:00;1140;Réelle
09:00:00;1133;Réelle
08:30:00;849;Réelle
08:00:00;946;Réelle
07:30:00;662;Réelle
07:00:00;759;Réelle
06:30:00;475;Réelle
06:00:00;572;Réelle
05:30:00;1288;Réelle
05:00:00;1385;Réelle
04:30:00;1101;Réelle
04:00:00;1094;Réelle
03:30:00;914;Réelle
03:00:00;907;Réelle
02:30:00;623;Réelle
02:00:00;720;Réelle
01:30:00;1336;Réelle
01:00:00;1433;Réelle
00:30:00;1149;Réelle

06/08/2024;;
00:00:00;1215;Réelle
23:30:00;731;Réelle
23:00:00;724;Réelle
22:30:00;2240;Réelle
22:00:00;1437;Réelle
21:30:00;2053;Réelle
21:00:00;2150;Réelle
20:30:00;1866;Réelle
20:00:00;1963;Réelle
19:30:00;1679;Réelle
19:00:00;1776;Réelle
18:30:00;1492;Réelle
18:00:00;1485;Réelle
17:30:00;1305;Réelle
17:00:00;1298;Réelle
16:30:00;1014;Réelle
16:00:00;1111;Réelle
15:30:00;827;Réelle
15:00:00;924;Réelle
14:30:00;640;Réelle
14:00:00;737;Réelle
13:30:00;453;Réelle
13:00:00;550;Réelle
12:30:00;1166;Réelle
12:00:00;1159;Réelle
11:30:00;979;Réelle
11:00:00;972;Réelle
10:30:00;688;Réelle
10:00:00;785;Réelle
09:30:00;501;Réelle
09:00:00;598;Réelle
08:30:00;1214;Réelle
08:00:00;1311;Réelle
07:30:00;1027;Réelle
07:00:00;1124;Réelle
06:30:00;840;Réelle
06:00:00;833;Réelle
05:30:00;753;Réelle
05:00:00;746;Réelle
04:30:00;1362;Réelle
04:00:00;559;Réelle
03:30:00;1175;Réelle
03:00:00;1272;Réelle
02:30:00;988;Réelle
02:00:00;1085;Réelle
01:30:00;801;Réelle
01:00:00;898;Réelle
00:30:00;614;Réelle

05/08/2024;;
00:00:00;680;Réelle
23:30:00;992;Réelle
23:00:00;1089;Réelle
22:30:00;1705;Réelle
22:00:00;1802;Réelle
21:30:00;1518;Réelle
21:00:00;1615;Réelle
20:30:00;2231;Réelle
20:00:00;1428;Réelle
19:30:00;2044;Réelle
19:00:00;2037;Réelle
18:30:00;1857;Réelle
18:00:00;1850;Réelle
17:30:00;666;Réelle
17:00:00;763;Réelle
16:30:00;479;Réelle
16:00:00;576;Réelle
15:30:00;1192;Réelle
15:00:00;1289;Réelle
14:30:00;1005;Réelle
14:00:00;1102;Réelle
13:30:00;818;Réelle
13:00:00;811;Réelle
12:30:00;631;Réelle
12:00:00;624;Réelle
11:30:00;1240;Réelle
11:00:00;1337;Réelle
10:30:00;1053;Réelle
10:00:00;1150;Réelle
09:30:00;866;Réelle
09:00:00;963;Réelle
08:30:00;679;Réelle
08:00:00;776;Réelle
07:30:00;492;Réelle
07:00:00;485;Réelle
06:30:00;1205;Réelle
06:00:00;1198;Réelle
05:30:00;1014;Réelle
05:00:00;1111;Réelle
04:30:00;827;Réelle
04:00:00;924;Réelle
03:30:00;640;Réelle
03:00:00;737;Réelle
02:30:00;1353;Réelle
02:00:00;550;Réelle
01:30:00;1166;Réelle
01:00:00;1159;Réelle
00:30:00;979;Réelle

04/08/2024;;
00:00:00;1045;Réelle
23:30:00;457;Réelle
23:00:00;554;Réelle
22:30:00;2070;Réelle
22:00:00;2167;Réelle
21:30:00;1883;Réelle
21:00:00;1876;Réelle
20:30:00;1696;Réelle
20:00:00;1689;Réelle
19:30:00;1405;Réelle
19:00:00;1502;Réelle
18:30:00;2118;Réelle
18:00:00;2215;Réelle
17:30:00;1031;Réelle
17:00:00;1128;Réelle
16:30:00;844;Réelle
16:00:00;941;Réelle
15:30:00;657;Réelle
15:00:00;650;Réelle
14:30:00;470;Réelle
14:00:00;463;Réelle
13:30:00;1079;Réelle
13:00:00;1176;Réelle
12:30:00;892;Réelle
12:00:00;989;Réelle
11:30:00;705;Réelle
11:00:00;802;Réelle
10:30:00;518;Réelle
10:00:00;615;Réelle
09:30:00;1231;Réelle
09:00:00;1224;Réelle
08:30:00;1044;Réelle
08:00:00;1037;Réelle
07:30:00;753;Réelle
07:00:00;850;Réelle
06:30:00;566;Réelle
06:00:00;663;Réelle
05:30:00;1379;Réelle
05:00:00;576;Réelle
04:30:00;1192;Réelle
04:00:00;1289;Réelle
03:30:00;1005;Réelle
03:00:00;1102;Réelle
02:30:00;818;Réelle
02:00:00;811;Réelle
01:30:00;631;Réelle
01:00:00;624;Réelle
00:30:00;1240;Réelle

03/08/2024;;
00:00:00;1410;Réelle
23:30:00;822;Réelle
23:00:00;919;Réelle
22:30:00;1535;Réelle
22:00:00;1528;Réelle
21:30:00;2248;Réelle
21:00:00;2241;Réelle
20:30:00;1957;Réelle
20:00:00;2054;Réelle
19:30:00;1770;Réelle
19:00:00;1867;Réelle
18:30:00;1583;Réelle
18:00:00;1680;Réelle
17:30:00;496;Réelle
17:00:00;593;Réelle
16:30:00;1209;Réelle
16:00:00;1202;Réelle
15:30:00;1022;Réelle
15:00:00;1015;Réelle
14:30:00;731;Réelle
14:00:00;828;Réelle
13:30:00;544;Réelle
13:00:00;641;Réelle
12:30:00;1257;Réelle
12:00:00;454;Réelle
11:30:00;1070;Réelle
11:00:00;1167;Réelle
10:30:00;883;Réelle
10:00:00;876;Réelle
09:30:00;696;Réelle
09:00:00;689;Réelle
08:30:00;1305;Réelle
08:00:00;502;Réelle
07:30:00;1118;Réelle
07:00:00;1215;Réelle
06:30:00;931;Réelle
06:00:00;1028;Réelle
05:30:00;844;Réelle
05:00:00;941;Réelle
04:30:00;657;Réelle
04:00:00;650;Réelle
03:30:00;1370;Réelle
03:00:00;1363;Réelle
02:30:00;1079;Réelle
02:00:00;1176;Réelle
01:30:00;892;Réelle
01:00:00;989;Réelle
00:30:00;705;Réelle

02/08/2024;;
00:00:00;771;Réelle
23:30:00;1187;Réelle
23:00:00;1180;Réelle
22:30:00;1796;Réelle
22:00:00;1893;Réelle
21:30:00;1609;Réelle
21:00:00;1706;Réelle
20:30:00;1422;Réelle
20:00:00;1519;Réelle
19:30:00;2135;Réelle
19:00:00;2232;Réelle
18:30:00;1948;Réelle
18:00:00;1941;Réelle
17:30:00;861;Réelle
17:00:00;854;Réelle
16:30:00;570;Réelle
16:00:00;667;Réelle
15:30:00;1283;Réelle
15:00:00;480;Réelle
14:30:00;1096;Réelle
14:00:00;1193;Réelle
13:30:00;909;Réelle
13:00:00;1006;Réelle
12:30:00;722;Réelle
12:00:00;819;Réelle
11:30:00;535;Réelle
11:00:00;528;Réelle
10:30:00;1248;Réelle
10:00:00;1241;Réelle
09:30:00;957;Réelle
09:00:00;1054;Réelle
08:30:00;770;Réelle
08:00:00;867;Réelle
07:30:00;583;Réelle
07:00:00;680;Réelle
06:30:00;1296;Réelle
06:00:00;493;Réelle
05:30:00;1209;Réelle
05:00:00;1202;Réelle
04:30:00;1022;Réelle
04:00:00;1015;Réelle
03:30:00;731;Réelle
03:00:00;828;Réelle
02:30:00;1444;Réelle
02:00:00;641;Réelle
01:30:00;1257;Réelle
01:00:00;1354;Réelle
00:30:00;1070;Réelle

01/08/2024;;
00:00:00;1136;Réelle
23:30:00;548;Réelle
23:00:00;645;Réelle
22:30:00;2161;Réelle
22:00:00;1358;Réelle
21:30:00;1974;Réelle
21:00:00;2071;Réelle
20:30:00;1787;Réelle
20:00:00;1884;Réelle
19:30:00;1600;Réelle
19:00:00;1593;Réelle
18:30:00;1413;Réelle
18:00:00;1406;Réelle
17:30:00;1122;Réelle
17:00:00;1219;Réelle
16:30:00;935;Réelle
16:00:00;1032;Réelle
15:30:00;748;Réelle
15:00:00;845;Réelle
14:30:00;561;Réelle
14:00:00;658;Réelle
13:30:00;1274;Réelle
13:00:00;1267;Réelle
12:30:00;1087;Réelle
12:00:00;1080;Réelle
11:30:00;796;Réelle
11:00:00;893;Réelle
10:30:00;609;Réelle
10:00:00;706;Réelle
09:30:00;1322;Réelle
09:00:00;519;Réelle
08:30:00;1135;Réelle
08:00:00;1232;Réelle
07:30:00;948;Réelle
07:00:00;941;Réelle
06:30:00;761;Réelle
06:00:00;754;Réelle
05:30:00;570;Réelle
05:00:00;667;Réelle
04:30:00;1283;Réelle
04:00:00;1380;Réelle
03:30:00;1096;Réelle
03:00:00;1193;Réelle
02:30:00;909;Réelle
02:00:00;1006;Réelle
01:30:00;722;Réelle
01:00:00;715;Réelle
00:30:00;1435;Réelle

31/07/2024;;
00:00:00;601;Réelle
23:30:00;913;Réelle
23:00:00;1010;Réelle
22:30:00;1626;Réelle
22:00:00;1723;Réelle
21:30:00;1439;Réelle
21:00:00;1536;Réelle
20:30:00;2152;Réelle
20:00:00;2145;Réelle
19:30:00;1861;Réelle
19:00:00;1958;Réelle
18:30:00;1674;Réelle
18:00:00;1771;Réelle
17:30:00;587;Réelle
17:00:00;684;Réelle
16:30:00;1300;Réelle
16:00:00;497;Réelle
15:30:00;1113;Réelle
15:00:00;1210;Réelle
14:30:00;926;Réelle
14:00:00;919;Réelle
13:30:00;739;Réelle
13:00:00;732;Réelle
12:30:00;1348;Réelle
12:00:00;545;Réelle
11:30:00;1161;Réelle
11:00:00;1258;Réelle
10:30:00;974;Réelle
10:00:00;1071;Réelle
09:30:00;787;Réelle
09:00:00;884;Réelle
08:30:00;600;Réelle
08:00:00;593;Réelle
07:30:00;1313;Réelle
07:00:00;1306;Réelle
06:30:00;1022;Réelle
06:00:00;1119;Réelle
05:30:00;935;Réelle
05:00:00;1032;Réelle
04:30:00;748;Réelle
04:00:00;845;Réelle
03:30:00;561;Réelle
03:00:00;658;Réelle
02:30:00;1274;Réelle
